region,name,address,city,state,zip,country,phone,website,latitude,longitude,Status,CenterType
Region 2,Sri Sathya Sai Center of Belle Mead,14 Liberty Bell Court,Belle Mead,NJ,8502,US,1234567890,http://www.sairegion2usa.org/,40.441161,-74.639243,Active,Center
Region 2,Sri Sathya Sai Center of Bridgewater,5 Mayflower Drive,Basking ridge,NJ,7920,US,1234567890,http://www.sairegion2usa.org/,40.652017,-74.61958,Inactive,Center
Region 2,Sri Sathya Sai Center of Cherry Hill,401 North Kings Highway,Cherry Hill,NJ,8034,US,1234567890,http://www.sairegion2usa.org/,39.926427,-74.993598,Active,Center
Region 2,Sri Sathya Sai Center of East Brunswick,241 Rooney Ct,East Brunswick,NJ,8816,US,1234567890,http://www.sairegion2usa.org/,40.42353,-74.400346,Inactive,Center
Region 2,Sri Sathya Sai Center of Edison,NA,Edison,NJ,8817,US,1234567890,http://www.sairegion2usa.org/,40.519753,-74.393444,Inactive,Center
Region 2,Sri Sathya Sai Center of Holmdel,30 Ely Road,Holmdel,NJ,7733,US,1234567890,http://www.sairegion2usa.org/,40.351631,-74.173926,Active,Center
Region 2,Sri Sathya Sai Center of Jersey City,115 Glenwood Avenue,Jersey City,NJ,7306,US,1234567890,http://www.sairegion2usa.org/,40.728144,-74.072386,Active,Center
Region 2,Sri Sathya Sai Center of Old Tappan,6 Hillcrest Ct,Old Tappan,NJ,7675,US,1234567890,http://www.sairegion2usa.org/,41.026231,-73.969734,Active,Center
Region 2,Sri Sathya Sai Center of Scotch Plains,1347 Stelton Road,Piscataway,NJ,8854,US,1234567890,http://www.sairegion2usa.org/,40.54507,-74.42629,Active,Center
Region 2,Sri Sathya Sai Group of Fairlawn,8 Bolton Place,Fairlawn,NJ,7410,US,1234567890,http://www.sairegion2usa.org/,40.944157,-74.121341,Active,Group
Region 2,Sri Sathya Sai Group of Medford,7 Ridgemount Drive,Marlton,NJ,8053,US,1234567890,http://www.sairegion2usa.org/,39.898472,-74.909865,Inactive,Group
Region 2,Sri Sathya Sai Center of Bronx,2918 Kingsland Ave,Bronx,NY,10469,US,1234567890,http://www.sairegion2usa.org/,40.868881,-73.840178,Active,Center
Region 2,Sri Sathya Sai Center of Brooklyn,1357 Bushwick Ave,Brooklyn,NY,11207,US,1234567890,http://www.sairegion2usa.org/,40.685678,-73.910927,Active,Center
Region 2,Sri Sathya Sai Center of Flushing,45-52 Kissena Blvd,Flushing,NY,11355,US,1234567890,http://www.sairegion2usa.org/,40.750861,-73.819754,Active,Center
Region 2,Sri Sathya Sai Center of Manhattan,4 West 43rd Street,Manhattan,NY,10036,US,1234567890,http://www.sairegion2usa.org/,40.754389,-73.981208,Active,Center
Region 2,Sri Sathya Sai Center of Metropolin NY,28 East 35h St,New York,NY,10016,US,1234567890,http://www.sairegion2usa.org/,40.74796,-73.981867,Active,Center
Region 2,Sri Sathya Sai Center of South Ozone Park,125-01 111th avenue,South Ozone Park,NY,11420,US,1234567890,http://www.sairegion2usa.org/,40.682244,-73.816034,Active,Center
Region 2,Sri Sathya Sai Group at the UN,2 United Nations Plaza,New York,NY,10017,US,1234567890,http://www.sairegion2usa.org/,40.750606,-73.969262,Active,Group
Region 2,Sri Sathya Sai Group of New Hyde Park,159 South Street,New Hyde Park,NY,11040,US,1234567890,http://www.sairegion2usa.org/,40.754817,-73.664457,Active,Group
Region 2,Sri Sathya Sai Group of Port Jefferson,57 Admiral Street,Port Jefferson,NY,11776,US,1234567890,http://www.sairegion2usa.org/,40.929746,-73.048622,Active,Group
Region 2,Sri Sathya Sai Center of Doylestown,2040 Street Road,Warrington,PA,18976,US,1234567890,http://www.sairegion2usa.org/,40.227572,-75.137101,Inactive,Center
Region 2,Sri Sathya Sai Center of Hershey,708 Ferris Way,Hershey,PA,17033,US,1234567890,http://www.sairegion2usa.org/,40.298141,-76.635363,Inactive,Center
Region 2,Sri Sathya Sai Center of Lansdale,1912 Stirling Drive,Lansdale,PA,19446,US,1234567890,http://www.sairegion2usa.org/,40.214255,-75.31584,Inactive,Center
Region 2,Sri Sathya Sai Center of Pittsburgh,4836 Ellsworth Ave,Pittsburgh,PA,15213,US,1234567890,http://www.sairegion2usa.org/,40.449205,-79.945863,Active,Center
Region 2,Sri Sathya Sai Center of the Poconos,345 Remington Road,Poconos,PA,18301,US,1234567890,http://www.sairegion2usa.org/,41.113188,-75.39187,Active,Center
Region 2,Sri Sathya Sai Group of Malvern,1100 Osborne Road,Downingtown,PA,19335,US,1234567890,http://www.sairegion2usa.org/,40.013057,-75.744058,Active,Group
Region 2,Sri Sathya Sai Center of Fairfax,3955 Pender Dr Suite 105,Fairfax,VA,22030,US,1234567890,http://www.sairegion2usa.org/,38.86012,-77.331892,Active,Center
Region 2,Sri Sathya Sai Center of Falls Church,NA,Falls Church,VA,22040,US,1234567890,http://www.sairegion2usa.org,38.886379,-77.178879,Inactive,Center
Region 2,Sri Sathya Sai Center of Hampton Roads,1185 Knights Bridge Lane,Virginia Beach,VA,23455,US,1234567890,http://www.sairegion2usa.org/,36.877764,-76.158199,Active,Center
Region 2,Sri Sathya Sai Center of Loudoun,46111 Loudoun Park Lane,Sterling,VA,20164,US,1234567890,http://www.sairegion2usa.org/,39.012712,-77.404529,Inactive,Center
Region 2,Sri Sathya Sai Group of Charlottesville,1136 Rustic Willow Lane (cville.sai.grp.poc1@gmail.com),Charlottesville,VA,22911,US,1234567890,http://www.sairegion2usa.org/,38.103922,-78.432664,Active,Group
Region 2,Sri Sathya Sai Group of Richmond,11205 Oakstone Dr,Glen Allen,VA,23060,US,1234567890,http://www.sairegion2usa.org/,37.660031,-77.58587,Active,Group
Region 3,Sri Sathya Sai Group of Birmingham,1663 Lake Cyrus Club Dr,Birmingham,AL,35244,US,1234567890,http://sairegion3.org/,33.347473,-86.887728,Inactive,Group
Region 3,Sri Sathya Sai Group of Huntsville,311 Greenstone Drive,Madison,AL,35758,US,1234567890,http://sairegion3.org/,34.740789,-86.760767,Inactive,Group
Region 3,Sri Sathya Sai Group of Montgomery,2417 Old Creek Road,Montgomery,AL,36117,US,1234567890,http://sairegion3.org/,32.347487,-86.195557,Inactive,Group
Region 3,Sri Sathya Sai Group of South Colorado Springs,NA,Colorado Springs,CO,80921,US,1234567890,http://sairegion3.org/,39.031738,-104.96225,Active,Group
Region 3,Sri Sathya Sai Center of Clearwater,1417 S Belcher Rd,Clearwater,FL,33764,US,1234567890,https://sairegion3.org/clearwater-sai-group/,27.945608,-82.745418,Inactive,Center
Region 3,Sri Sathya Sai Center of Cocoa,1410 Lara Circle Unit 106,Rockledge,FL,32955,US,1234567890,http://sairegion3.org/,28.296658,-80.731047,Inactive,Center
Region 3,Sri Sathya Sai Center of Fort Lauderdale,3000 NW 29th Avenue,Oakland Park,FL,33311,US,1234567890,http://sairegion3.org/,26.163864,-80.183284,Active,Center
Region 3,Sri Sathya Sai Center of Gainesville,9933 NW 21st Ave,Gainesville,FL,32606,US,1234567890,http://sairegion3.org/,29.672428,-82.447644,Inactive,Center
Region 3,Sri Sathya Sai Center of Jacksonville,4968 Greenland Rd,Jacksonville,FL,32258,US,1234567890,http://sairegion3.org/,30.160901,-81.577399,Inactive,Center
Region 3,Sri Sathya Sai Center of Miami Central,1620 NW 7th Ave,Miami,FL,33136,US,1234567890,http://sairegion3.org/,25.790835,-80.20696,Active,Center
Region 3,Sri Sathya Sai Center of Orlando,Virtual,Orlando,FL,32809,US,1234567890,http://sairegion3.org/,28.461884,-81.402591,Active,Center
Region 3,Sri Sathya Sai Center of Palm Bay,767 Aragon Ave,Palm Bay,FL,32905,US,1234567890,http://sairegion3.org/,28.016475,-80.616756,Inactive,Center
Region 3,Sri Sathya Sai Center of South Miami,2470 NW 102 Place Unit 204,Doral,FL,33172,US,1234567890,http://sairegion3.org/,25.796213,-80.363342,Inactive,Center
Region 3,Sri Sathya Sai Center of Tampa,Unity Church in South Tampa 3302 W. Horatio Street,Tampa,FL,33609,US,1234567890,https://sairegion3.org/tampa-sai-center/,27.93958,-82.498077,Inactive,Center
Region 3,Sri Sathya Sai Center of West Palm Beach,11194 Silver Ridge Street,West palm Beach,FL,33449,US,1234567890,http://sairegion3.org/,26.616716,-80.224352,Inactive,Center
Region 3,Sri Sathya Sai Group of Bradenton,7309 5th Ave NW,Bradenton,FL,34209,US,1234567890,http://sairegion3.org/,27.502441,-82.634795,Inactive,Group
Region 3,Sri Sathya Sai Group of Fort Myers,899 Jennifer lane,Fort Myers,FL,33919,US,1234567890,http://sairegion3.org/,26.55,-81.89,Inactive,Group
Region 3,Sri Sathya Sai Group of Tallahassee,1378 Timberlane Road,Tallahassee,FL,32312,US,1234567890,http://sairegion3.org/,30.504016,-84.256483,Active,Group
Region 3,Sri Sathya Sai Center of Atlanta,1025 Mount Vernon Hwy NW Sandy Spring,Atlanta,GA,30327,US,1234567890,http://sairegion3.org/,33.902688,-84.420653,Inactive,Center
Region 3,Sri Sathya Sai Center of Northeast Atlanta,2115 Chloe Road,Cumming,GA,30041,US,1234567890,https://sairegion3.org/,34.115973,-84.159039,Active,Center
Region 3,Sri Sathya Sai Center of Charlotte,7400 City View Drive,Charlotte,NC,28212,US,1234567890,http://sairegion3.org/,35.179366,-80.739849,Inactive,Center
Region 3,Sri Sathya Sai Center of Greensboro,6308 New Bailey Trail,Greensboro,NC,27455,US,1234567890,http://sairegion3.org/,36.165303,-79.797751,Inactive,Center
Region 3,Sri Sathya Sai Center of Raleigh,309 Aviation Parkway,Morrisville,NC,27560,US,1234567890,http://sairegion3.org/,35.829441,-78.82008,Inactive,Center
Region 3,Sri Sathya Sai Group of Ashville,NA,Ashville,NC,28715,US,1234567890,http://sairegion3.org/,35.498905,-82.713132,Inactive,Group
Region 3,Sri Sathya Sai Center of Anderson,214 Dursely Dr,Anderson,SC,29621,US,1234567890,http://sairegion3.org/,34.577221,-82.645031,Inactive,Center
Region 3,Sri Sathya Sai Center of Chattanooga,910 Mockingbird Dr,Chattanooga,TN,37412,US,1234567890,http://sairegion3.org/,34.988226,-85.181049,Inactive,Center
Region 3,Sri Sathya Sai Center of St Thomas,1-B1 Frenchmans Bay,St Thomas,Virgin Islands,802,U.S. Virgin Islands,1234567890,http://sairegion3.org/,18.316385,-64.909573,Inactive,Center
Region 4,Sri Sathya Sai Center of Greater Kansas City,Please email to find details,Kansas City,KS,66101,US,1234567890,http://www.greaterkcsaicenter.com,39.12,-94.63,Inactive,Center
Region 4,Sri Sathya Sai Center of Southern Illinois,609 Mannington Court,Swansea,IL,62226,US,1234567890,http://www.stlsai.org/index.php/center-info/southern-illinois-sai-center,38.553849,-90.000308,Active,Center
Region 4,Sri Sathya Sai Center of Kansas City,8511 West 127th Terrace,Overland Park,KS,66213,US,1234567890,http://www.saicenterkc.org,38.897005,-94.684016,Inactive,Center
Region 4,Sri Sathya Sai Center of Lexington,3380 Malone Drive,Lexington,KY,40513,US,1234567890,http://region4.sathyasai.us,38.01694,-84.57092,Active,Center
Region 4,Sri Sathya Sai Center of Louisville,12933 Willow Forest Drive,Louisville,KY,40245,US,1234567890,http://region4.sathyasai.us,38.30347,-85.51557,Active,Center
Region 4,Sri Sathya Sai Center of Greater St Louis,11952 Natural Bridge Road,Bridgeton,MO,63044,US,1234567890,http://region4.sathyasai.us,38.75273,-90.38823,Active,Center
Region 4,Sri Sathya Sai Group of Columbia,2006 Holly Avenue,Columbia,MO,65202,US,1234567890,http://region4.sathyasai.us,38.97534,-92.30848,Active,Group
Region 4,Sri Sathya Sai Group of Poplar Bluff,2817 Charlton Lane,Poplar,MO,63901,US,1234567890,http://region4.sathyasai.us,42.13796,-71.96394,Inactive,Group
Region 4,Sri Sathya Sai Center of Jackson Mississippi,801 Norwich Dr,Madison,MS,39110,US,1234567890,http://region4.sathyasai.us,32.434659,-90.082796,Active,Center
Region 4,Sri Sathya Sai Center of Memphis,2989 Carnton Drive,Germantown,TN,38138,US,1234567890,http://region4.sathyasai.us,38.551,-89.55376,Active,Center
Region 4,Sri Sathya Sai Center of Nashville,1207 Hood Dr.,Brentwood,TN,37027,US,1234567890,http://region4.sathyasai.us,36.09025,-86.93832,Active,Center
Region 4,Sri Sathya Sai Group of Knoxville,1912 White Arum Lane,Knoxville,TN,37922,US,1234567890,http://region4.sathyasai.us,35.85682,-84.08098,Inactive,Group
Region 5,Sri Sathya Sai Center of Detroit Metro,33360 W 13 Mile Road,Farmington Hills,MI,48334,US,1234567890,https://www.saidetroit.org/,42.51321,-83.37813,Active,Center
Region 5,Sri Sathya Sai Center of Des Moines-Ames,504 66th CT,West Des Moines,IA,50266,US,1234567890,http://www.sathyasaicenters.org/p2/usr05/Home.aspx,41.576147,-93.799036,Active,Center
Region 5,Sri Sathya Sai Center of Iowa City,169 Auburn East ln,Iowa City,IA,52241,US,1234567890,http://www.sathyasaicenters.org/p2/usr05/Home.aspx,41.710013,-91.557279,Active,Center
Region 5,Sri Sathya Sai Center of Quad Cities,4516 Thornwood Dr,Quad Cities,IA,52722,US,1234567890,http://www.sathyasaicenters.org/p2/usr05/Home.aspx,41.567933,-90.460103,Active,Center
Region 5,Sri Sathya Sai Center of Bloomington,512 Eddy Rd,Bloomington,IL,61704,US,1234567890,http://www.sathyasaicenters.org/p2/usr05/Home.aspx,40.472186,-88.926625,Active,Center
Region 5,Sri Sathya Sai Center of Champaign-Urbana,301 Arbours Drive,Savoy,IL,61874,US,1234567890,http://www.sathyasaicenters.org/p2/usr05/Home.aspx,40.077114,-88.25302,Active,Center
Region 5,Sri Sathya Sai Center of Chicago Metro,Riverforest Community Center - 8020 Madison St,River Forest,IL,60305,US,1234567890,http://www.sathyasaicenters.org/p2/usr05/Home.aspx,41.879506,-87.825209,Active,Center
Region 5,Sri Sathya Sai Center of Chicago North Suburbs,530 Bernard Drive,Buffalo Grove,IL,60089,US,1234567890,http://www.sathyasaicenters.org/p2/usr05/Home.aspx,42.147651,-87.971074,Active,Center
Region 5,Sri Sathya Sai Center of Chicago West Suburbs,756 Sigmund Rd,Naperville,IL,60563,US,1234567890,http://www.sathyasaicenters.org/p2/usr05/Home.aspx,41.79675,-88.164852,Active,Center
Region 5,Sri Sathya Sai Center of Morton-Peoria,811 N Ohio Ave,Morton,IL,61550,US,3094722913,http://www.sathyasaicenters.org/p2/usr05,40.619593,-89.445223,Active,Center
Region 5,Sri Sathya Sai Center of Quincy,3132 Cabot Road,Quincy,IL,62301,US,1234567890,http://www.sathyasaicenters.org/p2/usr05/Home.aspx,39.916924,-91.364652,Active,Center
Region 5,Sri Sathya Sai Center of Fort Wayne,1920 Sycamore Hills Dr,Fort Wayne,IN,46814,US,1234567890,http://www.sathyasaicenters.org/p2/usr05/Home.aspx,41.067412,-85.280581,Active,Center
Region 5,Sri Sathya Sai Center of Indianapolis,NA,Indianapolis,IN,46077,US,1234567890,http://www.sathyasaicenters.org/p2/usr05/Home.aspx,39.983189,-86.2768,Inactive,Center
Region 5,Sri Sathya Sai Center of Northwest Indiana,316 Milford Haven Way,Munster,IN,46321,US,1234567890,http://www.sathyasaicenters.org/p2/usr05/Home.aspx,41.535358,-87.520207,Active,Center
Region 5,Sri Sathya Sai Center of South Bend,14474 Farmgate Dr,South Bend,IN,46530,US,1234567890,http://www.sathyasaicenters.org/p2/usr05/Home.aspx,38.630379,-77.253727,Active,Center
Region 5,Sri Sathya Sai Center of West Lafayette,Bharatitya Temple and Cultural Center of Grea,West Lafayette,IN,47906,US,1234567890,http://www.sathyasaicenters.org/p2/usr05/Home.aspx,40.458981,-86.92632,Active,Center
Region 5,Sri Sathya Sai Center of Ann Arbor,3361 Tacoma Circle,Ann Arbor,MI,48108,US,1234567890,http://www.sathyasaicenters.org/p2/usr05/Home.aspx,42.237793,-83.727323,Active,Center
Region 5,Sri Sathya Sai Center of East Lansing,NA,East Lansing,MI,48823,US,1234567890,http://www.sathyasaicenters.org/p2/usr05/Home.aspx,42.758734,-84.448772,Inactive,Center
Region 5,Sri Sathya Sai Center of Minneapolis South,1835 Polk St - NE,Minneapolis,MN,55418,US,1234567890,http://www.sathyasaicenters.org/p2/usr05/Home.aspx,45.00711,-93.245248,Active,Center
Region 5,Sri Sathya Sai Group of Rochester,4600 18th Ave NW,Rochester,MN,55901,US,1234567890,http://sathyasairochestermn.weebly.com,44.070444,-92.487981,Active,Group
Region 5,Sri Sathya Sai Center of Lincoln-Omaha,7716 S 172 St,Lincoln-Omaha,NE,68136,US,1234567890,http://www.sathyasaicenters.org/p2/usr05/Home.aspx,41.260515,-95.957266,Active,Center
Region 5,Sri Sathya Sai Center of Cincinnati-Dayton,723 Western Row Road,Cincinnati,OH,45040,US,1234567890,http://www.sathyasaicenters.org/p2/usr05/Home.aspx,39.336359,-84.326381,Active,Center
Region 5,Sri Sathya Sai Center of Cleveland East,33955 Sherbrook Park Drive,Solon,OH,44134,US,1234567890,http://www.sathyasaicenters.org/p2/usr05/Home.aspx,41.402313,-81.437936,Active,Center
Region 5,Sri Sathya Sai Center of Cleveland West,17397 Olde Surrey Ct,Cleveland,OH,44136,US,1234567890,http://www.sathyasaicenters.org/p2/usr05/Home.aspx,41.284173,-81.822449,Active,Center
Region 5,Sri Sathya Sai Center of Columbus,47 Hall Street,Columbus,OH,43065,US,1234567890,http://www.sathyasaicenters.org/p2/usr05/Home.aspx,40.156834,-83.076785,Active,Center
Region 5,Sri Sathya Sai Center of Toledo,11 Exmoor Ottawa Hills,Toledo,OH,43615,US,1234567890,http://www.sathyasaicenters.org/p2/usr05/Home.aspx,41.674161,-83.665636,Active,Center
Region 5,Sri Sathya Sai Center of Appleton,NA,Appleton,WI,54911,US,9209314215,http://www.sathyasaicenters.org/p2/usr05,44.283707,-88.372493,Active,Center
Region 5,Sri Sathya Sai Center of Greater Milwaukee,NA,Milwaukee,WI,53202,US,1234567890,http://www.sathyasaicenters.org/p2/usr05/Home.aspx,43.043978,-87.899151,Active,Center
Region 5,Sri Sathya Sai Center of Madison,5009 Esker Drive,Madison,WI,53704,US,6084389733,http://www.sathyasaicenters.org/p2/usr05/Home.aspx,43.114752,-89.2948,Active,Center
Region 5,Sri Sathya Sai Center of Milwaukee,2418 W. ManGold Ave,Milwaukee,WI,53221,US,1234567890,http://www.sathyasaicenters.org/p2/usr05/Home.aspx,42.93293,-87.946129,Active,Center
Region 6,Sri Sathya Sai Center of Beaverton,12250 SW Denney Rd,Beaverton,OR,97008,US,1234567890,http://www.sairegion6.org/,45.468748,-122.802972,Active,Center
Region 6,Sri Sathya Sai Center of Grants Pass,1425 NE Sommer Dr,Grants Pass,OR,97526,US,1234567890,http://www.sairegion6.org/,42.444211,-123.306376,Active,Center
Region 6,Sri Sathya Sai Center of Lakewood,5310 Josie Ave,Lakewood,OR,97130,US,1234567890,http://www.sairegion6.org/,33.853768,-118.10426,Inactive,Center
Region 6,Sri Sathya Sai Group of Eugene,6015 Greystone Loop,Eugene,OR,97478,US,1234567890,http://www.sairegion6.org/,44.041153,-122.920819,Inactive,Group
Region 6,Sri Sathya Sai Center of Lake Washington,8236 SE 24th St,Mercer Island,WA,98040,US,1234567890,http://www.sairegion6.org/,47.590027,-122.227487,Active,Center
Region 6,Sri Sathya Sai Center of Sammamish,1757 244th Ave NE,Sammamish,WA,98074,US,1234567890,http://www.sairegion6.org/,47.625581,-122.015084,Inactive,Center
Region 6,Sri Sathya Sai Center of Seattle Eastside,14654 148th Ave NE,Woodinville,WA,98072,US,1234567890,http://www.sairegion6.org/,47.631621,-122.20845,Active,Center
Region 6,Sri Sathya Sai Group of Olympia,Virtual,Olympia,WA,98502,US,1234567890,http://www.sairegion6.org/,47.079052,-122.961289,Active,Group
Region 6,Sri Sathya Sai Group of Pullman,2525 NW Wallingford Ct,Pullman,WA,99163,US,1234567890,http://www.sairegion6.org/,46.722116,-117.170071,Active,Group
Region 6,Sri Sathya Sai Group of Wedgewood,5603 241st St SW,Mountlake Terrace,WA,98043,US,1234567890,http://www.sairegion6.org/,47.780251,-122.308873,Inactive,Group
Region 6,Vancouver Sai Study Circle,6515 Kansas St,Vancouver,WA,98661,US,1234567890,http://www.sairegion6.org/,45.627973,-122.603987,Inactive,Group
Region 7,Sri Sathya Sai Center of Central San Jose, Center for Spiritual Living - 1195 Clark St,San Jose,CA,95125,US,1234567890,http://www.region7saicenters.org/,37.297411,-121.905019,Active,Center
